cartodb_id,area_sqmeters,pctorigarea,geoid,cdbawcensusuid,sq_km
1,90268.0386806776,1.0000051283162699,36061000201,1,0.09026757576
2,240005.8043136,1.00000446151034,36061000600,1,0.24000473353000001
3,261586.415733687,1.0000045524118901,36061001501,1,0.26158522489
4,205218.332630142,1.00000404658537,36061003100,1,0.20521750219999998
5,81671.7138198178,0.656784187662317,36061005501,1,0.12435091367000001
6,82058.4854971132,0.710554951914127,36061005502,1,0.11548506597000001
7,207318.352351699,1.0000048934243002,36061004900,1,0.20731733785999998
8,76449.396440765,0.611927557602545,36061003001,1,0.12493210265
9,104936.478345844,1.00000399429755,36061004500,1,0.1049360592
10,217024.95771530698,1.00000033528555,36061001502,1,0.21702488495
11,222844.388243408,1.0000048873958198,36061001800,1,0.22284329911999998
12,242784.228652877,1.0000049761835699,36061002100,1,0.24278302051999998
13,165419.69775408198,1.00000528793559,36061004700,1,0.16541882303
14,11524.997258531,0.095575345029524,36061001200,1,0.12058546328
15,90685.9658590216,0.970233232669847,36061001401,1,0.09346821239
16,98764.1288451557,0.8669761292315799,36061001402,1,0.11391793328
17,59509.316868631104,1.0000033561014,36061002700,1,0.05950911715
18,1584.72341376156,0.0202798969101364,36061003002,1,0.07814257739
19,341684.910328099,1.0000052458199,36061003300,1,0.34168311791999995
20,99168.61635687,1.00000472890623,36061003601,1,0.0991681474
21,49697.1149097162,0.556760406894015,36061003602,1,0.08926122313
22,191290.609497429,1.00000441282066,36061004100,1,0.19128976537
23,149238.73097597,1.00000433512648,36061004300,1,0.14923808401
24,57105.676119748,0.28371231501868,36061006500,1,0.20128021625
25,44511.4396346851,0.264246698199858,36061006700,1,0.16844653098
26,134672.130748869,1.0000044393113798,36061002500,1,0.1346715329
27,320649.05290455103,1.00000512976094,36061003900,1,0.32064740805999997
28,238968.661639612,1.00000456187258,36061031703,1,0.23896757149999998
29,218858.502845548,1.0000044002850002,36061000800,1,0.21885753981
30,207246.84718576,1.00000433169267,36061001600,1,0.20724594946
31,381447.33652760397,1.00000553093198,36061003700,1,0.38144522678000004
32,173951.079678685,0.836477529360637,36047000100,1,0.20795666778000002
33,38208.8157249533,0.174941803050957,36061006900,1,0.21840872255
34,235017.416150055,1.00000415945395,36061000700,1,0.23501643861
35,60281.8142909411,0.195673095365813,36061000202,1,0.30807410788
36,321841.567904653,1.00000374273954,36061001300,1,0.32184036334000005
37,207478.97952650397,0.39213242034036705,36047002100,1,0.52910437588
38,218389.075648515,1.00000413606884,36061031704,1,0.21838817238000002
39,266481.422495139,0.922099929100977,36061000900,1,0.28899408197
40,279359.105642838,1.00000428676906,36061002900,1,0.2793579081
41,101224.891811598,1.0000036961559,36061031900,1,0.10122451767000001
42,1141.7846060975999,0.013632748757427,36047000501,1,0.08375307331000001
43,66640.4333517844,0.33355659480708005,36047000301,1,0.19978748551
44,2767.29186277925,0.00949112548685175,36047001300,1,0.29156624961
