cartodb_id,area_sqmeters,pctorigarea,geoid,cdbawcensusuid,ct10sqmtr
1,91.3007363718,1.31538369361e-05,36081107202,0,6940996.51802
2,9476303.6984,0.520222390967,36081071600,0,18215870.4872
3,2864.29316424,0.000412663103461,36081107202,0,6940996.51802
