cartodb_id,area_sqmeters,pctorigarea,geoid,cdbawcensusuid,sq_km
1,440.102210999,0.00254227381062,36061002400,2,0.17311361552
2,24168.1867018,0.103594090697,36047055100,2,0.23329696259
3,57968.1304827,0.315962817409,36061002800,2,0.18346503857
4,64147.7607273,0.217455900707,36061006200,2,0.29499204445
5,43848.4341203,0.363812946398,36061006000,2,0.12052466674
6,191433.461879,0.482073546923,36061004400,2,0.39710426573
7,575.662589224,0.00332534553966,36061002400,2,0.17311361552
8,1963.657717,0.0113431731589,36061002400,2,0.17311361552
9,118.898678136,0.000938409585961,36061002000,2,0.12670232691
10,120203.122343,0.694359724288,36061002400,2,0.17311361552
11,264523.541088,0.999822707478,36047055500,2,0.26457044745
12,868339.617905,0.760406127802,36081000100,2,1.14194189941
13,371140.638217,1.00000696042,36047056300,2,0.37113805494
14,237927.677195,1.00000540972,36047056500,2,0.23792639008
15,187180.779019,1.00000594439,36047057500,2,0.18717966635
16,731759.174698,1.00000658576,36047057900,2,0.73175435554
17,371.396756303,0.00327271919935,36061008601,2,0.11348262215
18,432360.47391,0.793109238133,36081000700,2,0.54514618305
19,148276.989035,0.169879908865,36081001900,2,0.87283416871
20,426877.074545,1.00000630906,36047058900,2,0.42687438137
21,790305.330557,0.49988988973,36081019900,2,1.58095882072
22,3068.3997689,0.0104016356598,36061006200,2,0.29499204445
23,22844.6922259,0.0183839247898,36081017100,2,1.2426450003
24,379755.974779,0.177807657026,36047044900,2,2.13576839789
25,188009.403047,1.00000666784,36047059300,2,0.18800814944
26,170121.187816,1.00000677002,36047057300,2,0.1701200361
27,175852.213166,1.00000714847,36047057100,2,0.1758509561
28,169966.618001,0.780953387882,36047047700,2,0.21763990097
29,120559.840561,0.731534047292,36047049700,2,0.16480414139
30,142347.483617,1.00000621123,36047049900,2,0.14234659947
31,173069.936401,0.999127143576,36047050100,2,0.17322113358
32,4942.62990477,0.0394451147526,36047050300,2,0.12530398088
33,31367.0824586,0.121552862592,36047051300,2,0.25805301323
34,186366.171311,1.00000346926,36047051500,2,0.18636552476
35,187694.994773,1.00000571831,36047051700,2,0.18769392148
36,251833.771419,0.915816201299,36047051900,2,0.27498287436
37,7.15449438186,4.96835635165e-05,36047052300,2,0.14400123251
38,156251.825854,1.00000483481,36047055300,2,0.15625107041
39,332536.133441,1.00000517622,36047056100,2,0.33253441217
40,127858.727652,1.00000764007,36047056900,2,0.12785775081
41,191455.104202,1.00000629552,36047059100,2,0.1914538989
42,325.43033385,0.00187986561815,36061002400,2,0.17311361552
43,543.400511672,0.00136840764144,36061004400,2,0.39710426573
44,296761.671607,1.0000057851,36047055700,2,0.29675995482
