date,tempmean,tempmax,tempmin,precip,snow,dewpt,wind,location
20110224,37,44,30,0.05,0.00,22.0,4.0,knyc-central park
20110225,46,57,34,1.32,0.00,41.0,5.0,knyc-central park
20110226,37,43,31,0.00,0.00,18.0,6.0,knyc-central park
20110227,44,50,38,0.00,0.00,29.0,7.0,knyc-central park
20110228,50,60,40,0.44,0.00,43.0,10.0,knyc-central park
20110301,40,46,33,0.00,0.00,12.0,7.0,knyc-central park
20110302,39,53,25,0.00,0.00,17.0,11.0,knyc-central park
20110303,27,33,20,0.00,0.00,0.0,6.0,knyc-central park
20110304,34,41,27,0.00,0.00,18.0,8.0,knyc-central park
20110305,51,61,41,0.01,0.00,41.0,9.0,knyc-central park
20110306,52,54,50,2.02,0.00,50.0,9.0,knyc-central park
20110307,44,53,34,0.08,0.00,32.0,11.0,knyc-central park
20110308,39,48,29,0.00,0.00,16.0,5.0,knyc-central park
20110309,40,45,34,0.001,0.00,28.0,11.0,knyc-central park
20110310,46,53,38,1.07,0.00,44.0,11.0,knyc-central park
20110311,48,55,40,0.91,0.00,44.0,9.0,knyc-central park
20110312,47,56,38,0.00,0.00,29.0,8.0,knyc-central park
20110313,47,53,41,0.00,0.00,27.0,9.0,knyc-central park
20110314,41,45,37,0.00,0.00,26.0,5.0,knyc-central park
20110315,41,47,34,0.00,0.00,29.0,5.0,knyc-central park
20110316,48,57,38,0.56,0.00,38.0,3.0,knyc-central park
20110317,55,65,44,0.00,0.00,34.0,6.0,knyc-central park
20110318,64,77,51,0.00,0.00,38.0,8.0,knyc-central park
20110319,49,59,38,0.00,0.00,25.0,9.0,knyc-central park
20110320,43,51,34,0.00,0.00,19.0,6.0,knyc-central park
20110321,41,45,36,0.44,0.001,36.0,5.0,knyc-central park
20110322,45,50,40,0.001,0.00,32.0,9.0,knyc-central park
20110323,36,40,32,0.87,0.001,32.0,7.0,knyc-central park
20110324,37,44,30,0.09,1.00,25.0,6.0,knyc-central park
20110325,35,42,28,0.00,0.00,13.0,7.0,knyc-central park
20110326,33,40,26,0.00,0.00,8.0,9.0,knyc-central park
20110327,37,45,28,0.00,0.00,9.0,9.0,knyc-central park
20110328,36,45,26,0.00,0.00,8.0,9.0,knyc-central park
20110329,40,49,31,0.00,0.00,15.0,8.0,knyc-central park
20110330,45,53,36,0.01,0.00,24.0,5.0,knyc-central park
20110331,40,43,37,0.13,0.001,33.0,11.0,knyc-central park
20110401,40,44,35,0.18,0.001,34.0,7.0,knyc-central park
20110402,47,55,38,0.00,0.00,24.0,10.0,knyc-central park
20110403,50,58,42,0.001,0.00,22.0,10.0,knyc-central park
20110404,53,63,43,0.06,0.00,41.0,7.0,knyc-central park
20110405,54,67,41,0.16,0.00,42.0,11.0,knyc-central park
20110406,47,55,38,0.09,0.00,28.0,7.0,knyc-central park
20110407,47,52,42,0.02,0.00,36.0,6.0,knyc-central park
20110408,46,49,42,0.00,0.00,34.0,5.0,knyc-central park
20110409,49,58,40,0.00,0.00,31.0,5.0,knyc-central park
20110410,51,56,46,0.00,0.00,35.0,4.0,knyc-central park
20110411,66,81,50,0.001,0.00,53.0,7.0,knyc-central park
20110412,59,72,45,1.09,0.00,47.0,11.0,knyc-central park
20110413,47,50,43,0.38,0.00,44.0,12.0,knyc-central park
20110414,59,69,48,0.00,0.00,39.0,6.0,knyc-central park
20110415,49,56,41,0.00,0.00,31.0,10.0,knyc-central park
20110416,48,55,41,1.45,0.00,44.0,12.0,knyc-central park
20110417,56,61,50,0.33,0.00,42.0,9.0,knyc-central park
20110418,55,63,47,0.00,0.00,33.0,7.0,knyc-central park
20110419,50,53,47,0.03,0.00,42.0,6.0,knyc-central park
20110420,55,65,45,0.00,0.00,45.0,6.0,knyc-central park
20110421,53,63,43,0.00,0.00,28.0,10.0,knyc-central park
20110422,46,51,40,0.00,0.00,26.0,7.0,knyc-central park
20110423,52,61,43,0.75,0.00,49.0,6.0,knyc-central park
20110424,67,80,54,0.50,0.00,61.0,3.0,knyc-central park
20110425,66,75,56,0.00,0.00,58.0,5.0,knyc-central park
20110426,69,83,54,0.00,0.00,58.0,6.0,knyc-central park
20110427,68,75,61,0.001,0.00,61.0,7.0,knyc-central park
20110428,67,72,61,0.31,0.00,61.0,7.0,knyc-central park
20110429,62,69,54,0.00,0.00,41.0,7.0,knyc-central park
20110430,59,67,50,0.00,0.00,37.0,15.0,knyc-central park
20110501,60,69,50,0.00,0.00,39.0,5.0,knyc-central park
20110502,57,63,50,0.00,0.00,45.0,5.0,knyc-central park
20110503,65,75,55,0.00,0.00,54.0,7.0,knyc-central park
20110504,55,64,46,0.50,0.00,48.0,6.0,knyc-central park
20110505,56,65,46,0.00,0.00,31.0,9.0,knyc-central park
20110506,61,72,50,0.00,0.00,36.0,6.0,knyc-central park
20110507,64,72,55,0.00,0.00,42.0,6.0,knyc-central park
20110508,63,74,52,0.00,0.00,42.0,5.0,knyc-central park
20110509,63,71,54,0.00,0.00,39.0,7.0,knyc-central park
20110510,64,75,53,0.00,0.00,40.0,6.0,knyc-central park
20110511,62,71,52,0.00,0.00,47.0,6.0,knyc-central park
20110512,63,74,52,0.00,0.00,47.0,5.0,knyc-central park
20110513,60,67,52,0.00,0.00,49.0,3.0,knyc-central park
20110514,61,64,57,0.00,0.00,53.0,5.0,knyc-central park
20110515,64,69,58,0.89,0.00,60.0,4.0,knyc-central park
20110516,58,62,53,0.17,0.00,58.0,9.0,knyc-central park
20110517,56,60,52,0.67,0.00,55.0,17.0,knyc-central park
20110518,61,67,54,2.18,0.00,58.0,7.0,knyc-central park
20110519,68,75,60,0.001,0.00,61.0,4.0,knyc-central park
20110520,61,64,57,0.24,0.00,58.0,1.0,knyc-central park
20110521,67,78,55,0.07,0.00,57.0,3.0,knyc-central park
20110522,56,58,54,0.00,0.00,54.0,5.0,knyc-central park
20110523,61,67,55,0.10,0.00,59.0,6.0,knyc-central park
20110524,74,81,66,0.00,0.00,64.0,5.0,knyc-central park
20110525,75,84,65,0.00,0.00,57.0,4.0,knyc-central park
20110526,71,78,64,0.00,0.00,64.0,5.0,knyc-central park
20110527,74,83,65,0.00,0.00,65.0,5.0,knyc-central park
20110528,76,84,67,0.00,0.00,65.0,5.0,knyc-central park
20110529,75,82,67,0.00,0.00,67.0,5.0,knyc-central park
20110530,78,86,70,0.29,0.00,68.0,5.0,knyc-central park
20110531,79,89,69,0.00,0.00,64.0,5.0,knyc-central park
20110601,80,90,69,0.00,0.00,68.0,6.0,knyc-central park
20110602,71,80,62,0.00,0.00,42.0,9.0,knyc-central park
20110603,67,76,57,0.00,0.00,37.0,7.0,knyc-central park
20110604,67,75,59,0.001,0.00,44.0,5.0,knyc-central park
20110605,63,70,56,0.00,0.00,52.0,4.0,knyc-central park
20110606,71,81,60,0.00,0.00,57.0,4.0,knyc-central park
20110607,77,87,66,0.00,0.00,60.0,6.0,knyc-central park
20110608,84,94,73,0.00,0.00,66.0,4.0,knyc-central park
20110609,82,95,69,0.07,0.00,69.0,4.0,knyc-central park
20110610,79,87,70,0.00,0.00,66.0,5.0,knyc-central park
20110611,66,72,60,0.55,0.00,63.0,10.0,knyc-central park
20110612,66,74,58,0.05,0.00,60.0,6.0,knyc-central park
20110613,67,73,60,0.05,0.00,58.0,5.0,knyc-central park
20110614,65,72,58,0.05,0.00,56.0,5.0,knyc-central park
20110615,70,83,56,0.00,0.00,52.0,5.0,knyc-central park
20110616,73,84,62,0.00,0.00,57.0,4.0,knyc-central park
20110617,70,76,64,1.82,0.00,65.0,3.0,knyc-central park
20110618,74,83,64,0.00,0.00,63.0,2.0,knyc-central park
20110619,76,83,69,0.00,0.00,57.0,4.0,knyc-central park
20110620,74,81,67,0.00,0.00,57.0,3.0,knyc-central park
20110621,76,82,70,0.00,0.00,65.0,4.0,knyc-central park
20110622,76,80,71,0.27,0.00,69.0,3.0,knyc-central park
20110623,69,71,66,0.26,0.00,69.0,7.0,knyc-central park
20110624,68,70,65,0.03,0.00,65.0,6.0,knyc-central park
20110625,72,80,64,0.00,0.00,64.0,4.0,knyc-central park
20110626,73,79,66,0.00,0.00,59.0,4.0,knyc-central park
20110627,74,82,66,0.00,0.00,62.0,2.0,knyc-central park
20110628,78,83,72,0.00,0.00,67.0,3.0,knyc-central park
20110629,76,82,69,0.10,0.00,64.0,4.0,knyc-central park
20110630,74,82,65,0.00,0.00,55.0,5.0,knyc-central park
20110701,73,83,63,0.00,0.00,54.0,4.0,knyc-central park
20110702,77,86,68,0.00,0.00,60.0,3.0,knyc-central park
20110703,72,74,69,0.84,0.00,69.0,3.0,knyc-central park
20110704,78,86,70,0.00,0.00,66.0,2.0,knyc-central park
20110705,79,87,70,0.00,0.00,55.0,4.0,knyc-central park
20110706,81,89,73,0.001,0.00,67.0,4.0,knyc-central park
20110707,83,92,74,0.00,0.00,67.0,4.0,knyc-central park
20110708,77,85,68,0.40,0.00,70.0,3.0,knyc-central park
20110709,78,88,67,0.00,0.00,64.0,4.0,knyc-central park
20110710,77,86,68,0.00,0.00,59.0,2.0,knyc-central park
20110711,83,91,74,0.00,0.00,68.0,5.0,knyc-central park
20110712,86,93,78,0.00,0.00,68.0,7.0,knyc-central park
20110713,78,86,69,0.11,0.00,61.0,6.0,knyc-central park
20110714,74,84,64,0.00,0.00,56.0,7.0,knyc-central park
20110715,77,87,66,0.00,0.00,57.0,4.0,knyc-central park
20110716,80,90,70,0.00,0.00,59.0,5.0,knyc-central park
20110717,82,91,72,0.00,0.00,62.0,6.0,knyc-central park
20110718,85,95,75,0.11,0.00,70.0,5.0,knyc-central park
20110719,85,94,75,0.00,0.00,70.0,4.0,knyc-central park
20110720,82,89,75,0.00,0.00,70.0,4.0,knyc-central park
20110721,86,97,75,0.00,0.00,75.0,6.0,knyc-central park
20110722,94,104,84,0.00,0.00,72.0,5.0,knyc-central park
20110723,92,100,83,0.00,0.00,70.0,4.0,knyc-central park
20110724,85,91,78,0.03,0.00,72.0,4.0,knyc-central park
20110725,74,80,68,0.32,0.00,67.0,5.0,knyc-central park
20110726,80,90,69,0.14,0.00,66.0,4.0,knyc-central park
20110727,76,84,68,0.00,0.00,60.0,4.0,knyc-central park
20110728,79,87,71,0.00,0.00,64.0,3.0,knyc-central park
20110729,78,84,71,1.08,0.00,73.0,4.0,knyc-central park
20110730,83,91,74,0.00,0.00,63.0,5.0,knyc-central park
20110731,81,91,71,0.001,0.00,60.0,3.0,knyc-central park
20110801,83,94,71,0.02,0.00,68.0,3.0,knyc-central park
20110802,82,91,73,0.00,0.00,60.0,4.0,knyc-central park
20110803,78,88,67,0.76,0.00,64.0,3.0,knyc-central park
20110804,76,84,67,0.00,0.00,65.0,5.0,knyc-central park
20110805,78,86,70,0.00,0.00,66.0,5.0,knyc-central park
20110806,79,85,72,0.19,0.00,70.0,6.0,knyc-central park
20110807,81,89,73,0.16,0.00,73.0,4.0,knyc-central park
20110808,82,90,74,0.00,0.00,68.0,4.0,knyc-central park
20110809,77,83,71,2.09,0.00,71.0,4.0,knyc-central park
20110810,78,86,70,0.00,0.00,64.0,5.0,knyc-central park
20110811,76,82,69,0.00,0.00,54.0,4.0,knyc-central park
20110812,74,84,64,0.00,0.00,54.0,3.0,knyc-central park
20110813,77,85,69,0.001,0.00,61.0,3.0,knyc-central park
20110814,70,72,67,5.81,0.00,69.0,5.0,knyc-central park
20110815,73,77,68,0.56,0.00,69.0,4.0,knyc-central park
20110816,72,78,65,0.02,0.00,63.0,5.0,knyc-central park
20110817,76,86,66,0.00,0.00,63.0,2.0,knyc-central park
20110818,75,83,67,0.07,0.00,67.0,5.0,knyc-central park
20110819,75,84,65,1.24,0.00,66.0,3.0,knyc-central park
20110820,75,85,64,0.00,0.00,65.0,2.0,knyc-central park
20110821,77,84,70,0.67,0.00,71.0,5.0,knyc-central park
20110822,71,77,65,0.00,0.00,59.0,7.0,knyc-central park
20110823,70,79,61,0.00,0.00,52.0,4.0,knyc-central park
20110824,74,80,67,0.00,0.00,60.0,7.0,knyc-central park
20110825,75,78,72,0.49,0.00,70.0,7.0,knyc-central park
20110826,77,83,71,0.00,0.00,69.0,2.0,knyc-central park
20110827,75,78,71,2.88,0.00,73.0,8.0,knyc-central park
20110828,70,75,65,3.99,0.00,69.0,14.0,knyc-central park
20110829,68,77,59,0.00,0.00,52.0,4.0,knyc-central park
20110830,72,82,61,0.00,0.00,56.0,3.0,knyc-central park
20110831,74,85,63,0.00,0.00,57.0,2.0,knyc-central park
20110901,75,83,66,0.00,0.00,60.0,4.0,knyc-central park
20110902,72,78,65,0.00,0.00,59.0,4.0,knyc-central park
20110903,75,83,66,0.00,0.00,64.0,5.0,knyc-central park
20110904,79,86,72,0.00,0.00,69.0,5.0,knyc-central park
20110905,77,81,72,0.001,0.00,69.0,5.0,knyc-central park
20110906,68,75,60,3.22,0.00,61.0,8.0,knyc-central park
20110907,65,68,62,1.21,0.00,65.0,11.0,knyc-central park
20110908,71,79,63,0.90,0.00,65.0,7.0,knyc-central park
20110909,76,84,67,0.00,0.00,65.0,4.0,knyc-central park
20110910,74,80,68,0.001,0.00,63.0,4.0,knyc-central park
20110911,68,71,64,0.01,0.00,61.0,4.0,knyc-central park
20110912,73,80,66,0.00,0.00,64.0,2.0,knyc-central park
20110913,75,82,67,0.00,0.00,63.0,5.0,knyc-central park
20110914,78,85,70,0.00,0.00,67.0,5.0,knyc-central park
20110915,65,76,53,0.07,0.00,60.0,5.0,knyc-central park
20110916,58,65,51,0.00,0.00,40.0,5.0,knyc-central park
20110917,59,65,53,0.00,0.00,44.0,5.0,knyc-central park
20110918,61,68,53,0.00,0.00,48.0,7.0,knyc-central park
20110919,60,68,52,0.00,0.00,49.0,5.0,knyc-central park
20110920,65,68,61,0.06,0.00,60.0,4.0,knyc-central park
20110921,68,73,63,0.06,0.00,64.0,2.0,knyc-central park
20110922,74,80,68,0.02,0.00,69.0,2.0,knyc-central park
20110923,71,73,69,2.61,0.00,70.0,4.0,knyc-central park
20110924,73,76,70,0.00,0.00,69.0,2.0,knyc-central park
20110925,75,80,70,0.00,0.00,68.0,1.0,knyc-central park
20110926,74,80,68,0.00,0.00,68.0,1.0,knyc-central park
20110927,73,77,69,0.00,0.00,69.0,4.0,knyc-central park
20110928,71,74,68,0.11,0.00,68.0,6.0,knyc-central park
20110929,67,73,61,0.40,0.00,67.0,5.0,knyc-central park
20110930,67,76,58,0.72,0.00,57.0,4.0,knyc-central park
20111001,59,67,50,0.39,0.00,56.0,5.0,knyc-central park
20111002,57,64,50,0.06,0.00,49.0,5.0,knyc-central park
20111003,53,58,48,0.05,0.00,46.0,2.0,knyc-central park
20111004,56,63,49,0.00,0.00,49.0,5.0,knyc-central park
20111005,62,71,53,0.00,0.00,45.0,7.0,knyc-central park
20111006,57,67,47,0.00,0.00,36.0,3.0,knyc-central park
20111007,57,66,48,0.00,0.00,39.0,2.0,knyc-central park
20111008,66,77,54,0.00,0.00,48.0,3.0,knyc-central park
20111009,72,84,60,0.00,0.00,53.0,3.0,knyc-central park
20111010,71,81,61,0.00,0.00,54.0,2.0,knyc-central park
20111011,68,73,62,0.00,0.00,52.0,6.0,knyc-central park
20111012,61,63,58,0.45,0.00,54.0,10.0,knyc-central park
20111013,62,66,58,0.34,0.00,61.0,7.0,knyc-central park
20111014,64,70,57,1.02,0.00,64.0,6.0,knyc-central park
20111015,60,65,54,0.00,0.00,42.0,8.0,knyc-central park
20111016,60,66,54,0.00,0.00,40.0,8.0,knyc-central park
20111017,61,65,57,0.001,0.00,42.0,8.0,knyc-central park
20111018,61,68,54,0.01,0.00,42.0,4.0,knyc-central park
20111019,61,62,60,1.12,0.00,60.0,11.0,knyc-central park
20111020,61,67,54,0.01,0.00,54.0,8.0,knyc-central park
20111021,53,56,50,0.00,0.00,41.0,7.0,knyc-central park
20111022,54,60,47,0.00,0.00,42.0,4.0,knyc-central park
20111023,55,59,50,0.00,0.00,41.0,2.0,knyc-central park
20111024,56,61,50,0.00,0.00,48.0,4.0,knyc-central park
20111025,56,62,50,0.00,0.00,38.0,6.0,knyc-central park
20111026,57,62,51,0.00,0.00,45.0,3.0,knyc-central park
20111027,50,61,38,0.63,0.00,48.0,6.0,knyc-central park
20111028,43,49,36,0.00,0.00,30.0,5.0,knyc-central park
20111029,39,45,33,2.00,2.90,33.0,9.0,knyc-central park
20111030,40,46,33,0.01,0.001,30.0,6.0,knyc-central park
20111101,50,55,45,0.00,0.00,36.0,6.0,knyc-central park
20111102,50,57,42,0.00,0.00,38.0,2.0,knyc-central park
20111103,53,59,46,0.00,0.00,42.0,6.0,knyc-central park
20111104,47,53,41,0.00,0.00,33.0,8.0,knyc-central park
20111105,43,49,36,0.00,0.00,26.0,5.0,knyc-central park
20111106,46,54,38,0.00,0.00,33.0,4.0,knyc-central park
20111107,54,62,45,0.00,0.00,42.0,4.0,knyc-central park
20111108,61,68,53,0.00,0.00,46.0,2.0,knyc-central park
20111109,58,65,51,0.00,0.00,51.0,4.0,knyc-central park
20111110,57,67,47,0.02,0.00,52.0,3.0,knyc-central park
20111111,45,48,41,0.02,0.00,32.0,8.0,knyc-central park
20111112,48,57,39,0.00,0.00,29.0,7.0,knyc-central park
20111113,54,61,47,0.00,0.00,36.0,6.0,knyc-central park
20111114,62,69,54,0.00,0.00,46.0,7.0,knyc-central park
20111115,62,65,58,0.001,0.00,52.0,5.0,knyc-central park
20111116,56,59,53,0.73,0.00,54.0,3.0,knyc-central park
20111117,47,53,40,0.07,0.00,33.0,7.0,knyc-central park
20111118,41,46,36,0.00,0.00,21.0,7.0,knyc-central park
20111119,45,51,38,0.00,0.00,29.0,7.0,knyc-central park
20111120,57,65,49,0.00,0.00,45.0,9.0,knyc-central park
20111121,53,59,46,0.12,0.00,38.0,5.0,knyc-central park
20111122,47,50,43,1.16,0.00,44.0,8.0,knyc-central park
20111123,46,53,39,0.46,0.00,45.0,7.0,knyc-central park
20111124,46,54,37,0.00,0.00,33.0,5.0,knyc-central park
20111125,54,61,46,0.00,0.00,36.0,6.0,knyc-central park
20111126,58,65,50,0.00,0.00,31.0,3.0,knyc-central park
20111127,55,63,47,0.00,0.00,45.0,5.0,knyc-central park
20111128,63,70,56,0.00,0.00,52.0,6.0,knyc-central park
20111129,59,66,51,0.47,0.00,57.0,7.0,knyc-central park
20111130,48,52,43,0.00,0.00,37.0,9.0,knyc-central park
20111131,44,48,37,0.00,17,0.0,35.7,knyc-central park
20111201,44,50,37,0.00,0.00,24.0,8.0,knyc-central park
20111202,46,52,39,0.00,0.00,29.0,5.0,knyc-central park
20111203,42,47,37,0.00,0.00,29.0,4.0,knyc-central park
20111204,49,55,42,0.00,0.00,42.0,4.0,knyc-central park
20111205,53,59,47,0.00,0.00,49.0,3.0,knyc-central park
20111206,59,62,56,0.20,0.00,58.0,4.0,knyc-central park
20111207,52,62,42,1.68,0.00,51.0,5.0,knyc-central park
20111208,41,45,36,0.16,0.00,28.0,9.0,knyc-central park
20111209,44,52,36,0.00,0.00,33.0,5.0,knyc-central park
20111210,39,46,32,0.00,0.00,22.0,6.0,knyc-central park
20111211,34,39,29,0.00,0.00,16.0,4.0,knyc-central park
20111212,39,44,33,0.00,0.00,17.0,4.0,knyc-central park
20111213,40,47,32,0.00,0.00,21.0,4.0,knyc-central park
20111214,43,50,36,0.00,0.00,33.0,3.0,knyc-central park
20111215,53,59,47,0.001,0.00,43.0,8.0,knyc-central park
20111216,50,59,41,0.00,0.00,28.0,8.0,knyc-central park
20111217,37,42,31,0.00,0.00,20.0,7.0,knyc-central park
20111218,27,31,22,0.00,0.00,9.0,5.0,knyc-central park
20111219,38,47,28,0.00,0.00,25.0,8.0,knyc-central park
20111220,45,48,41,0.01,0.00,32.0,5.0,knyc-central park
20111221,52,62,42,0.11,0.00,49.0,6.0,knyc-central park
20111222,53,58,48,0.06,0.00,40.0,5.0,knyc-central park
20111223,42,49,35,0.75,0.00,39.0,7.0,knyc-central park
20111224,33,36,29,0.00,0.00,17.0,5.0,knyc-central park
20111225,39,46,31,0.00,0.00,26.0,6.0,knyc-central park
20111226,42,45,38,0.00,0.00,26.0,9.0,knyc-central park
20111227,48,57,38,1.02,0.00,43.0,8.0,knyc-central park
20111228,41,50,31,0.00,0.00,26.0,12.0,knyc-central park
20111229,31,38,24,0.00,0.00,12.0,7.0,knyc-central park
20111230,44,51,37,0.00,0.00,34.0,3.0,knyc-central park
20111231,50,54,46,0.01,0.00,41.0,5.0,knyc-central park
