20120101,47,52,41,0.05,0.00,40,6
20120102,42,50,33,0.00,0.00,20,10
20120103,24,33,15,0.00,0.00,8,11
20120104,20,27,13,0.00,0.00,4,8
20120105,34,40,27,0.00,0.00,17,6
20120106,44,53,35,0.00,0.00,27,7
20120107,54,62,46,0.00,0.00,31,7
20120108,40,46,33,0.00,0.00,22,8
20120109,36,41,31,0.00,0.00,19,4
20120110,40,47,33,0.00,0.00,25,7
20120111,43,48,37,0.07,0.00,30,6
20120112,43,45,41,1.38,0.00,42,9
20120113,39,50,28,0.09,T,31,11
20120114,30,32,27,T,T,15,9
20120115,21,27,15,0.00,0.00,-1,9
20120116,26,37,15,0.04,T,11,5
20120117,45,53,36,0.19,T,38,8
20120118,39,54,24,0.00,0.00,18,10
20120119,29,37,20,0.00,0.00,14,7
20120120,30,36,24,0.00,0.00,10,7
20120121,26,29,22,0.39,4.30,20,10
20120122,26,34,18,0.00,0.00,19,8
20120123,44,53,34,0.37,T,41,7
20120124,48,53,42,0.00,0.00,39,8
20120125,40,44,36,0.00,0.00,25,7
20120126,37,40,33,0.18,T,32,4
20120127,50,59,40,0.47,0.00,46,8
20120128,40,44,37,0.00,0.00,25,10
20120129,33,69,0.11,,,4.70,
20120130,33,64,0.11,,,5.80,
20120131,54,55,54,0.00,0.00,30,13
20120201,55,62,48,0.03,0.00,37,8
20120202,43,50,35,0.00,0.00,28,7
20120203,37,44,30,0.00,0.00,18,7
20120204,41,46,35,0.00,0.00,22,5
20120205,36,40,32,0.00,0.00,18,6
20120206,42,51,33,0.00,0.00,23,8
20120207,44,49,38,0.00,0.00,26,6
20120208,35,38,31,0.01,T,23,4
20120209,39,46,31,T,T,22,7
20120210,40,45,34,0.00,0.00,23,6
20120211,35,38,32,0.08,T,28,6
20120212,26,32,20,T,0.20,12,10
20120213,36,44,28,0.00,0.00,16,8
20120214,42,47,36,0.02,0.00,20,4
20120215,43,46,39,0.01,0.00,36,4
20120216,40,44,36,0.19,0.00,36,4
20120217,46,50,41,0.03,0.00,33,7
20120218,42,48,35,0.02,0.00,24,7
20120219,40,44,35,0.00,0.00,22,7
20120220,39,46,31,0.00,0.00,16,7
20120221,39,46,32,0.00,0.00,26,7
20120222,50,57,43,0.00,0.00,34,6
20120223,52,58,46,0.00,0.00,32,8
20120224,41,46,36,0.60,T,37,8
20120225,39,45,33,T,T,20,15
20120226,37,45,29,0.00,0.00,12,9
20120227,48,59,36,0.00,0.00,29,3
20120228,45,50,40,0.00,0.00,21,6
20120301,39,41,37,0.13,0.00,36,2
20120302,38,42,33,0.16,0.00,31,8
20120303,49,56,42,0.12,0.00,37,4
20120304,41,45,36,0.00,0.00,20,7
20120305,36,44,28,0.00,0.00,11,9
20120306,35,44,25,0.00,0.00,13,7
20120307,50,62,37,0.00,0.00,31,8
20120308,62,71,53,0.00,0.00,47,7
20120309,51,64,37,0.02,0.00,26,9
20120310,36,43,29,0.00,0.00,11,7
20120311,49,61,36,0.00,0.00,23,8
20120312,59,71,47,0.00,0.00,34,4
20120313,64,74,54,0.04,0.00,51,6
20120314,60,70,50,0.00,0.00,29,4
20120315,48,52,43,0.00,0.00,40,7
20120316,47,51,43,0.03,0.00,43,3
20120317,54,62,45,0.00,0.00,45,5
20120318,55,64,46,0.00,0.00,45,3
20120319,65,74,55,0.00,0.00,50,4
20120320,64,73,55,0.00,0.00,55,3
20120321,62,67,57,0.00,0.00,56,4
20120322,67,78,56,0.00,0.00,57,3
20120323,67,76,58,0.00,0.00,50,4
20120324,61,65,57,0.00,0.00,31,7
20120325,49,52,45,0.06,0.00,40,7
20120326,44,54,34,0.00,0.00,24,8
20120327,41,51,30,0.00,0.00,1,5
20120328,56,67,44,0.02,0.00,33,6
20120329,52,61,43,0.00,0.00,34,9
20120330,49,57,40,0.11,0.00,24,4
20120331,41,43,38,0.26,0.00,38,7
20120401,47,52,42,0.51,0.00,40,3
20120402,49,57,40,0.04,0.00,32,8
20120403,52,64,40,0.00,0.00,16,6
20120404,58,68,47,0.00,0.00,21,6
20120405,50,58,42,0.00,0.00,25,5
20120406,49,59,38,0.00,0.00,21,7
20120407,51,61,40,0.00,0.00,18,6
20120408,56,67,44,0.00,0.00,20,8
20120409,57,64,49,0.00,0.00,22,11
20120410,53,60,45,T,0.00,30,6
20120411,48,53,43,T,0.00,30,5
20120412,52,61,43,0.00,0.00,32,5
20120413,54,65,43,0.00,0.00,28,3
20120414,61,72,50,T,0.00,31,3
20120415,68,77,58,T,0.00,51,4
20120416,77,88,65,0.00,0.00,56,6
20120417,70,78,61,0.00,0.00,39,6
20120418,56,62,49,0.01,0.00,34,5
20120419,59,70,47,0.04,0.00,45,2
20120420,63,71,54,0.00,0.00,47,5
20120421,63,71,54,0.22,0.00,56,5
20120422,50,54,46,2.45,0.00,47,9
20120423,48,54,42,0.22,0.00,47,7
20120424,50,59,41,0.00,0.00,32,6
20120425,53,62,43,T,0.00,32,2
20120426,53,61,45,0.03,0.00,49,6
20120427,49,56,41,0.04,0.00,33,9
20120428,49,60,38,0.00,0.00,26,6
20120429,54,63,44,0.00,0.00,21,6
20120430,53,62,43,0.00,0.00,27,13
20120501,60,68,51,0.62,0.00,52,4
20120502,52,53,50,0.08,0.00,48,6
20120503,54,58,50,0.47,0.00,52,2
20120504,64,73,54,0.10,0.00,56,2
20120505,60,63,56,0.00,0.00,55,3
20120506,59,65,53,0.00,0.00,49,4
20120507,59,65,52,0.01,0.00,44,4
20120508,61,66,55,0.04,0.00,53,5
20120509,63,69,57,0.33,0.00,62,3
20120510,58,64,52,0.19,0.00,47,6
20120511,59,68,49,0.00,0.00,33,6
20120512,66,78,53,0.00,0.00,38,4
20120513,72,81,63,0.00,0.00,50,4
20120514,67,70,63,T,0.00,58,4
20120515,63,65,61,0.54,0.00,61,3
20120516,70,78,61,0.09,0.00,63,2
20120517,63,72,53,0.00,0.00,42,4
20120518,63,72,54,0.00,0.00,42,4
20120519,67,80,53,0.00,0.00,44,3
20120520,68,78,57,0.00,0.00,43,6
20120521,60,62,57,1.40,0.00,58,7
20120522,65,70,60,0.23,0.00,61,5
20120523,70,75,64,0.03,0.00,64,3
20120524,64,66,62,0.95,0.00,63,4
20120525,68,75,60,T,0.00,64,4
20120526,76,84,67,0.02,0.00,69,3
20120527,73,81,64,0.06,0.00,64,2
20120528,80,89,71,0.00,0.00,68,3
20120529,79,89,68,0.21,0.00,70,5
20120530,72,76,68,0.01,0.00,65,3
20120531,73,79,66,0.00,0.00,54,5
20120601,68,74,62,0.25,0.00,54,8
20120602,68,75,61,0.39,0.00,60,5
20120603,67,76,58,0.01,0.00,51,5
20120604,59,63,54,0.18,0.00,52,8
20120605,58,64,51,0.01,0.00,48,4
20120606,63,72,54,0.01,0.00,52,2
20120607,68,78,58,0.01,0.00,54,3
20120608,71,81,60,0.00,0.00,53,3
20120609,71,78,64,T,0.00,55,3
20120610,75,84,66,T,0.00,62,2
20120611,71,77,64,0.00,0.00,58,5
20120612,69,72,65,1.02,0.00,64,6
20120613,67,69,64,0.34,0.00,63,6
20120614,70,77,62,0.00,0.00,59,6
20120615,70,80,60,0.00,0.00,53,4
20120616,70,80,60,0.00,0.00,53,4
20120617,66,73,58,0.00,0.00,55,4
20120618,65,72,57,0.00,0.00,53,3
20120619,70,77,63,0.00,0.00,60,3
20120620,82,94,70,0.00,0.00,68,4
20120621,87,94,79,0.00,0.00,66,5
20120622,80,90,70,0.35,0.00,69,3
20120623,77,84,69,T,0.00,61,4
20120624,75,84,66,0.06,0.00,57,3
20120625,68,74,62,0.15,0.00,63,4
20120626,65,72,58,0.00,0.00,48,6
20120627,77,81,72,0.00,0.00,48,7
20120628,78,88,68,0.00,0.00,55,5
20120629,81,93,68,0.21,0.00,67,4
20120630,85,93,77,0.00,0.00,60,5
20120701,84,94,74,0.00,0.00,62,5
20120702,80,88,72,0.00,0.00,54,5
20120703,80,89,71,0.00,0.00,59,3
20120704,81,92,70,0.06,0.00,66,4
20120705,86,95,77,0.00,0.00,63,5
20120706,83,93,72,0.00,0.00,63,3
20120707,85,97,72,0.50,0.00,66,4
20120708,82,92,72,0.09,0.00,67,3
20120709,80,86,73,0.00,0.00,56,4
20120710,78,87,69,0.00,0.00,57,4
20120711,78,85,71,0.00,0.00,62,3
20120712,80,89,70,0.00,0.00,60,3
20120713,82,89,74,0.00,0.00,62,3
20120714,79,85,73,T,0.00,62,4
20120715,80,89,71,0.26,0.00,70,4
20120716,81,91,70,0.00,0.00,67,5
20120717,85,96,74,0.00,0.00,63,4
20120718,87,100,73,1.76,0.00,71,3
20120719,72,76,68,0.02,0.00,65,5
20120720,67,72,61,0.58,0.00,63,7
20120721,70,78,61,0.00,0.00,58,4
20120722,74,83,65,0.00,0.00,60,3
20120723,79,86,71,0.15,0.00,69,4
20120724,83,91,74,0.00,0.00,66,7
20120725,76,85,67,0.00,0.00,52,4
20120726,78,88,68,0.60,0.00,66,5
20120727,79,87,71,0.00,0.00,69,5
20120728,75,81,68,0.18,0.00,70,5
20120729,74,80,68,0.01,0.00,66,4
20120730,75,81,68,0.00,0.00,65,3
20120731,75,80,70,0.00,0.00,64,4
20120801,74,78,70,0.64,0.00,69,2
20120802,79,87,70,0.00,0.00,68,3
20120803,82,89,75,0.00,0.00,71,4
20120804,83,90,75,0.00,0.00,72,3
20120805,82,91,73,0.22,0.00,73,6
20120806,79,86,72,0.01,0.00,66,4
20120807,76,83,68,0.00,0.00,60,2
20120808,80,86,73,0.00,0.00,69,1
20120809,81,88,73,0.00,0.00,70,3
20120810,75,80,70,0.24,0.00,72,4
20120811,81,87,75,0.00,0.00,71,5
20120812,80,87,73,0.00,0.00,63,5
20120813,78,86,69,0.00,0.00,58,4
20120814,76,79,72,0.01,0.00,65,2
20120815,75,82,67,0.57,0.00,69,3
20120816,76,85,66,0.00,0.00,63,3
20120817,77,88,65,0.15,0.00,63,4
20120818,71,79,63,0.32,0.00,60,3
20120819,68,74,62,0.00,0.00,54,1
20120820,72,78,65,0.00,0.00,58,1
20120821,74,82,66,0.00,0.00,57,3
20120822,75,82,68,T,0.00,61,2
20120823,77,85,69,0.00,0.00,62,2
20120824,78,87,69,0.00,0.00,61,2
20120825,78,86,70,0.00,0.00,64,4
20120826,76,84,68,0.00,0.00,63,5
20120827,76,81,70,0.61,0.00,69,4
20120828,80,87,73,0.14,0.00,66,6
20120829,73,79,67,0.00,0.00,52,5
20120830,72,82,61,0.00,0.00,50,4
20120831,80,91,69,0.00,0.00,57,5
20120901,83,91,74,0.00,0.00,63,5
20120902,77,82,71,0.00,0.00,66,3
20120903,75,79,71,T,0.00,65,7
20120904,75,80,70,0.13,0.00,71,4
20120905,76,80,71,0.07,0.00,70,4
20120906,75,80,69,0.00,0.00,65,2
20120907,79,87,71,0.00,0.00,68,3
20120908,72,81,63,0.39,0.00,70,5
20120909,71,78,63,T,0.00,55,3
20120910,65,72,58,0.00,0.00,46,5
20120911,64,73,54,0.00,0.00,43,3
20120912,70,80,59,0.00,0.00,51,3
20120913,72,81,63,0.00,0.00,55,3
20120914,72,80,64,0.00,0.00,58,4
20120915,67,73,60,0.01,0.00,49,4
20120916,66,75,56,0.00,0.00,46,2
20120917,68,78,57,0.00,0.00,49,3
20120918,71,75,67,1.54,0.00,68,6
20120919,64,70,57,T,0.00,47,5
20120920,62,69,54,0.00,0.00,51,6
20120921,68,75,60,0.00,0.00,54,5
20120922,68,76,60,0.22,0.00,61,3
20120923,62,68,55,0.00,0.00,45,6
20120924,60,67,53,0.00,0.00,40,4
20120925,63,72,54,0.00,0.00,46,6
20120926,70,77,63,0.01,0.00,58,4
20120927,69,75,63,0.06,0.00,60,3
20120928,65,69,60,1.96,0.00,64,4
20120929,61,65,57,0.00,0.00,54,3
20120930,62,68,55,T,0.00,51,3
20121001,61,70,52,0.00,0.00,47,5
20121002,66,69,62,0.38,0.00,58,3
20121003,68,73,63,0.00,0.00,66,2
20121004,70,74,66,T,0.00,67,1
20121005,70,78,61,0.00,0.00,58,3
20121006,66,77,54,0.00,0.00,54,6
20121007,50,54,46,0.19,0.00,43,2
20121008,50,55,44,0.00,0.00,42,3
20121009,54,58,50,0.03,0.00,50,7
20121010,60,66,53,0.25,0.00,52,6
20121011,53,59,47,0.00,0.00,34,6
20121012,49,56,42,0.00,0.00,34,6
20121013,46,53,38,0.00,0.00,28,4
20121014,62,70,53,0.00,0.00,48,6
20121015,65,71,59,0.20,0.00,59,5
20121016,54,59,48,0.00,0.00,38,6
20121017,53,61,44,0.00,0.00,39,2
20121018,58,65,50,T,0.00,49,4
20121019,64,66,61,0.89,0.00,62,5
20121020,62,69,54,0.00,0.00,53,4
20121021,57,65,49,0.00,0.00,39,6
20121022,58,66,49,0.00,0.00,41,4
20121023,60,65,54,0.03,0.00,47,1
20121024,58,59,56,T,0.00,53,5
20121025,59,62,55,0.00,0.00,51,3
20121026,61,65,57,0.00,0.00,54,2
20121027,62,65,59,0.00,0.00,54,7
20121028,57,59,55,0.00,0.00,46,12
20121029,57,62,52,0.67,0.00,54,19
20121030,51,54,47,0.27,0.00,47,8
20121101,47,51,43,0.00,0.00,37,6
20121102,48,53,42,0.00,0.00,34,7
20121103,46,51,40,0.00,0.00,29,8
20121104,45,51,39,0.00,0.00,30,7
20121105,40,45,35,0.00,0.00,23,5
20121106,37,42,31,0.00,0.00,18,6
20121107,36,41,31,1.12,4.30,29,11
20121108,40,48,32,0.06,0.40,26,7
20121109,45,53,36,0.00,0.00,25,8
20121110,49,55,42,0.00,0.00,36,2
20121111,57,64,50,0.00,0.00,46,3
20121112,57,66,48,0.00,0.00,52,4
20121113,51,62,40,0.09,0.00,41,6
20121114,42,47,37,0.00,0.00,25,6
20121115,40,45,35,0.00,0.00,25,5
20121116,42,46,38,0.00,0.00,26,5
20121117,45,51,39,0.00,0.00,28,5
20121118,44,49,38,0.00,0.00,32,6
20121119,42,47,37,0.00,0.00,35,6
20121120,46,51,40,0.00,0.00,32,4
20121121,47,53,40,0.00,0.00,31,5
20121122,48,54,41,0.00,0.00,37,3
20121123,50,56,43,0.01,0.00,41,5
20121124,43,50,35,0.00,0.00,21,10
20121125,37,40,33,0.00,0.00,18,7
20121126,42,48,36,0.00,0.00,19,5
20121127,38,42,34,0.53,T,32,6
20121128,38,41,34,0.00,0.00,25,6
20121129,39,43,34,0.00,0.00,22,7
20121130,42,46,38,0.00,0.00,28,6
20121131,39,48,37,0.00,18,0.00,33.4
20121201,39,41,36,0.00,0.00,33,9
20121202,47,52,41,0.04,0.00,42,3
20121203,55,60,49,0.00,0.00,45,4
20121204,55,62,47,0.07,0.00,49,3
20121205,47,58,35,T,0.00,35,8
20121206,35,40,29,0.00,0.00,17,3
20121207,41,46,35,0.14,0.00,37,3
20121208,47,50,44,0.36,0.00,45,3
20121209,46,50,42,0.18,0.00,41,7
20121210,52,59,44,0.03,0.00,53,4
20121211,50,58,41,0.06,0.00,33,6
20121212,40,43,36,0.00,0.00,23,3
20121213,41,46,36,0.00,0.00,25,2
20121214,43,48,37,0.00,0.00,23,5
20121215,43,47,38,0.00,0.00,28,4
20121216,45,47,42,0.40,0.00,41,9
20121217,42,43,40,0.29,0.00,41,9
20121218,49,54,43,0.51,0.00,43,7
20121219,43,47,39,0.00,0.00,27,9
20121220,41,47,35,0.02,0.00,30,5
20121221,46,56,36,0.70,0.00,42,10
20121222,37,38,36,T,T,23,12
20121223,39,42,35,0.00,0.00,20,7
20121224,37,40,33,0.07,T,24,4
20121225,37,41,32,0.06,0.00,31,6
20121226,34,39,28,0.99,0.40,29,14
20121227,35,39,30,0.62,T,31,13
20121228,34,37,30,0.00,0.00,21,7
20121229,32,34,30,0.26,T,28,6
20121230,31,34,28,0.00,0.00,16,11
20121231,33,38,28,0.00,0.00,19,8
