date,tempmean,tempmax,tempmin,precip,snow,dewpt,wind,location
20120311,49,61,36.0,0.00,0.00,23.0,8.0,knyc-central park
20120312,59,71,47.0,0.00,0.00,34.0,4.0,knyc-central park
20120313,64,74,54.0,0.04,0.00,51.0,6.0,knyc-central park
20120314,60,70,50.0,0.00,0.00,29.0,4.0,knyc-central park
20120315,48,52,43.0,0.00,0.00,40.0,7.0,knyc-central park
20120316,47,51,43.0,0.03,0.00,43.0,3.0,knyc-central park
20120317,54,62,45.0,0.00,0.00,45.0,5.0,knyc-central park
20120318,55,64,46.0,0.00,0.00,45.0,3.0,knyc-central park
20120319,65,74,55.0,0.00,0.00,50.0,4.0,knyc-central park
20120320,64,73,55.0,0.00,0.00,55.0,3.0,knyc-central park
20120321,62,67,57.0,0.00,0.00,56.0,4.0,knyc-central park
20120322,67,78,56.0,0.00,0.00,57.0,3.0,knyc-central park
20120323,67,76,58.0,0.00,0.00,50.0,4.0,knyc-central park
20120324,61,65,57.0,0.00,0.00,31.0,7.0,knyc-central park
20120325,49,52,45.0,0.06,0.00,40.0,7.0,knyc-central park
20120326,44,54,34.0,0.00,0.00,24.0,8.0,knyc-central park
20120327,41,51,30.0,0.00,0.00,1.0,5.0,knyc-central park
20120328,56,67,44.0,0.02,0.00,33.0,6.0,knyc-central park
20120329,52,61,43.0,0.00,0.00,34.0,9.0,knyc-central park
20120330,49,57,40.0,0.11,0.00,24.0,4.0,knyc-central park
20120331,41,43,38.0,0.26,0.00,38.0,7.0,knyc-central park
20120401,47,52,42.0,0.51,0.00,40.0,3.0,knyc-central park
20120402,49,57,40.0,0.04,0.00,32.0,8.0,knyc-central park
20120403,52,64,40.0,0.00,0.00,16.0,6.0,knyc-central park
20120404,58,68,47.0,0.00,0.00,21.0,6.0,knyc-central park
20120405,50,58,42.0,0.00,0.00,25.0,5.0,knyc-central park
20120406,49,59,38.0,0.00,0.00,21.0,7.0,knyc-central park
20120407,51,61,40.0,0.00,0.00,18.0,6.0,knyc-central park
20120408,56,67,44.0,0.00,0.00,20.0,8.0,knyc-central park
20120409,57,64,49.0,0.00,0.00,22.0,11.0,knyc-central park
20120410,53,60,45.0,0.001,0.00,30.0,6.0,knyc-central park
20120411,48,53,43.0,0.001,0.00,30.0,5.0,knyc-central park
20120412,52,61,43.0,0.00,0.00,32.0,5.0,knyc-central park
20120413,54,65,43.0,0.00,0.00,28.0,3.0,knyc-central park
20120414,61,72,50.0,0.001,0.00,31.0,3.0,knyc-central park
20120415,68,77,58.0,0.001,0.00,51.0,4.0,knyc-central park
20120416,77,88,65.0,0.00,0.00,56.0,6.0,knyc-central park
20120417,70,78,61.0,0.00,0.00,39.0,6.0,knyc-central park
20120418,56,62,49.0,0.01,0.00,34.0,5.0,knyc-central park
20120419,59,70,47.0,0.04,0.00,45.0,2.0,knyc-central park
20120420,63,71,54.0,0.00,0.00,47.0,5.0,knyc-central park
20120421,63,71,54.0,0.22,0.00,56.0,5.0,knyc-central park
20120422,50,54,46.0,2.45,0.00,47.0,9.0,knyc-central park
20120423,48,54,42.0,0.22,0.00,47.0,7.0,knyc-central park
20120424,50,59,41.0,0.00,0.00,32.0,6.0,knyc-central park
20120425,53,62,43.0,0.001,0.00,32.0,2.0,knyc-central park
20120426,53,61,45.0,0.03,0.00,49.0,6.0,knyc-central park
20120427,49,56,41.0,0.04,0.00,33.0,9.0,knyc-central park
20120428,49,60,38.0,0.00,0.00,26.0,6.0,knyc-central park
20120429,54,63,44.0,0.00,0.00,21.0,6.0,knyc-central park
20120430,53,62,43.0,0.00,0.00,27.0,13.0,knyc-central park
20120501,60,68,51.0,0.62,0.00,52.0,4.0,knyc-central park
20120502,52,53,50.0,0.08,0.00,48.0,6.0,knyc-central park
20120503,54,58,50.0,0.47,0.00,52.0,2.0,knyc-central park
20120504,64,73,54.0,0.10,0.00,56.0,2.0,knyc-central park
20120505,60,63,56.0,0.00,0.00,55.0,3.0,knyc-central park
20120506,59,65,53.0,0.00,0.00,49.0,4.0,knyc-central park
20120507,59,65,52.0,0.01,0.00,44.0,4.0,knyc-central park
20120508,61,66,55.0,0.04,0.00,53.0,5.0,knyc-central park
20120509,63,69,57.0,0.33,0.00,62.0,3.0,knyc-central park
20120510,58,64,52.0,0.19,0.00,47.0,6.0,knyc-central park
20120511,59,68,49.0,0.00,0.00,33.0,6.0,knyc-central park
20120512,66,78,53.0,0.00,0.00,38.0,4.0,knyc-central park
20120513,72,81,63.0,0.00,0.00,50.0,4.0,knyc-central park
20120514,67,70,63.0,0.001,0.00,58.0,4.0,knyc-central park
20120515,63,65,61.0,0.54,0.00,61.0,3.0,knyc-central park
20120516,70,78,61.0,0.09,0.00,63.0,2.0,knyc-central park
20120517,63,72,53.0,0.00,0.00,42.0,4.0,knyc-central park
20120518,63,72,54.0,0.00,0.00,42.0,4.0,knyc-central park
20120519,67,80,53.0,0.00,0.00,44.0,3.0,knyc-central park
20120520,68,78,57.0,0.00,0.00,43.0,6.0,knyc-central park
20120521,60,62,57.0,1.40,0.00,58.0,7.0,knyc-central park
20120522,65,70,60.0,0.23,0.00,61.0,5.0,knyc-central park
20120523,70,75,64.0,0.03,0.00,64.0,3.0,knyc-central park
20120524,64,66,62.0,0.95,0.00,63.0,4.0,knyc-central park
20120525,68,75,60.0,0.001,0.00,64.0,4.0,knyc-central park
20120526,76,84,67.0,0.02,0.00,69.0,3.0,knyc-central park
20120527,73,81,64.0,0.06,0.00,64.0,2.0,knyc-central park
20120528,80,89,71.0,0.00,0.00,68.0,3.0,knyc-central park
20120529,79,89,68.0,0.21,0.00,70.0,5.0,knyc-central park
20120530,72,76,68.0,0.01,0.00,65.0,3.0,knyc-central park
20120531,73,79,66.0,0.00,0.00,54.0,5.0,knyc-central park
20120601,68,74,62.0,0.25,0.00,54.0,8.0,knyc-central park
20120602,68,75,61.0,0.39,0.00,60.0,5.0,knyc-central park
20120603,67,76,58.0,0.01,0.00,51.0,5.0,knyc-central park
20120604,59,63,54.0,0.18,0.00,52.0,8.0,knyc-central park
20120605,58,64,51.0,0.01,0.00,48.0,4.0,knyc-central park
20120606,63,72,54.0,0.01,0.00,52.0,2.0,knyc-central park
20120607,68,78,58.0,0.01,0.00,54.0,3.0,knyc-central park
20120608,71,81,60.0,0.00,0.00,53.0,3.0,knyc-central park
20120609,71,78,64.0,0.001,0.00,55.0,3.0,knyc-central park
20120610,75,84,66.0,0.001,0.00,62.0,2.0,knyc-central park
20120611,71,77,64.0,0.00,0.00,58.0,5.0,knyc-central park
20120612,69,72,65.0,1.02,0.00,64.0,6.0,knyc-central park
20120613,67,69,64.0,0.34,0.00,63.0,6.0,knyc-central park
20120614,70,77,62.0,0.00,0.00,59.0,6.0,knyc-central park
20120615,70,80,60.0,0.00,0.00,53.0,4.0,knyc-central park
20120616,70,80,60.0,0.00,0.00,53.0,4.0,knyc-central park
20120617,66,73,58.0,0.00,0.00,55.0,4.0,knyc-central park
20120618,65,72,57.0,0.00,0.00,53.0,3.0,knyc-central park
20120619,70,77,63.0,0.00,0.00,60.0,3.0,knyc-central park
20120620,82,94,70.0,0.00,0.00,68.0,4.0,knyc-central park
20120621,87,94,79.0,0.00,0.00,66.0,5.0,knyc-central park
20120622,80,90,70.0,0.35,0.00,69.0,3.0,knyc-central park
20120623,77,84,69.0,0.001,0.00,61.0,4.0,knyc-central park
20120624,75,84,66.0,0.06,0.00,57.0,3.0,knyc-central park
20120625,68,74,62.0,0.15,0.00,63.0,4.0,knyc-central park
20120626,65,72,58.0,0.00,0.00,48.0,6.0,knyc-central park
20120627,77,81,72.0,0.00,0.00,48.0,7.0,knyc-central park
20120628,78,88,68.0,0.00,0.00,55.0,5.0,knyc-central park
20120629,81,93,68.0,0.21,0.00,67.0,4.0,knyc-central park
20120630,85,93,77.0,0.00,0.00,60.0,5.0,knyc-central park
20120701,84,94,74.0,0.00,0.00,62.0,5.0,knyc-central park
20120702,80,88,72.0,0.00,0.00,54.0,5.0,knyc-central park
20120703,80,89,71.0,0.00,0.00,59.0,3.0,knyc-central park
20120704,81,92,70.0,0.06,0.00,66.0,4.0,knyc-central park
20120705,86,95,77.0,0.00,0.00,63.0,5.0,knyc-central park
20120706,83,93,72.0,0.00,0.00,63.0,3.0,knyc-central park
20120707,85,97,72.0,0.50,0.00,66.0,4.0,knyc-central park
20120708,82,92,72.0,0.09,0.00,67.0,3.0,knyc-central park
20120709,80,86,73.0,0.00,0.00,56.0,4.0,knyc-central park
20120710,78,87,69.0,0.00,0.00,57.0,4.0,knyc-central park
20120711,78,85,71.0,0.00,0.00,62.0,3.0,knyc-central park
20120712,80,89,70.0,0.00,0.00,60.0,3.0,knyc-central park
20120713,82,89,74.0,0.00,0.00,62.0,3.0,knyc-central park
20120714,79,85,73.0,0.001,0.00,62.0,4.0,knyc-central park
20120715,80,89,71.0,0.26,0.00,70.0,4.0,knyc-central park
20120716,81,91,70.0,0.00,0.00,67.0,5.0,knyc-central park
20120717,85,96,74.0,0.00,0.00,63.0,4.0,knyc-central park
20120718,87,100,73.0,1.76,0.00,71.0,3.0,knyc-central park
20120719,72,76,68.0,0.02,0.00,65.0,5.0,knyc-central park
20120720,67,72,61.0,0.58,0.00,63.0,7.0,knyc-central park
20120721,70,78,61.0,0.00,0.00,58.0,4.0,knyc-central park
20120722,74,83,65.0,0.00,0.00,60.0,3.0,knyc-central park
20120723,79,86,71.0,0.15,0.00,69.0,4.0,knyc-central park
20120724,83,91,74.0,0.00,0.00,66.0,7.0,knyc-central park
20120725,76,85,67.0,0.00,0.00,52.0,4.0,knyc-central park
20120726,78,88,68.0,0.60,0.00,66.0,5.0,knyc-central park
20120727,79,87,71.0,0.00,0.00,69.0,5.0,knyc-central park
20120728,75,81,68.0,0.18,0.00,70.0,5.0,knyc-central park
20120729,74,80,68.0,0.01,0.00,66.0,4.0,knyc-central park
20120730,75,81,68.0,0.00,0.00,65.0,3.0,knyc-central park
20120731,75,80,70.0,0.00,0.00,64.0,4.0,knyc-central park
20120801,74,78,70.0,0.64,0.00,69.0,2.0,knyc-central park
20120802,79,87,70.0,0.00,0.00,68.0,3.0,knyc-central park
20120803,82,89,75.0,0.00,0.00,71.0,4.0,knyc-central park
20120804,83,90,75.0,0.00,0.00,72.0,3.0,knyc-central park
20120805,82,91,73.0,0.22,0.00,73.0,6.0,knyc-central park
20120806,79,86,72.0,0.01,0.00,66.0,4.0,knyc-central park
20120807,76,83,68.0,0.00,0.00,60.0,2.0,knyc-central park
20120808,80,86,73.0,0.00,0.00,69.0,1.0,knyc-central park
20120809,81,88,73.0,0.00,0.00,70.0,3.0,knyc-central park
20120810,75,80,70.0,0.24,0.00,72.0,4.0,knyc-central park
20120811,81,87,75.0,0.00,0.00,71.0,5.0,knyc-central park
20120812,80,87,73.0,0.00,0.00,63.0,5.0,knyc-central park
20120813,78,86,69.0,0.00,0.00,58.0,4.0,knyc-central park
20120814,76,79,72.0,0.01,0.00,65.0,2.0,knyc-central park
20120815,75,82,67.0,0.57,0.00,69.0,3.0,knyc-central park
20120816,76,85,66.0,0.00,0.00,63.0,3.0,knyc-central park
20120817,77,88,65.0,0.15,0.00,63.0,4.0,knyc-central park
20120818,71,79,63.0,0.32,0.00,60.0,3.0,knyc-central park
20120819,68,74,62.0,0.00,0.00,54.0,1.0,knyc-central park
20120820,72,78,65.0,0.00,0.00,58.0,1.0,knyc-central park
20120821,74,82,66.0,0.00,0.00,57.0,3.0,knyc-central park
20120822,75,82,68.0,0.001,0.00,61.0,2.0,knyc-central park
20120823,77,85,69.0,0.00,0.00,62.0,2.0,knyc-central park
20120824,78,87,69.0,0.00,0.00,61.0,2.0,knyc-central park
20120825,78,86,70.0,0.00,0.00,64.0,4.0,knyc-central park
20120826,76,84,68.0,0.00,0.00,63.0,5.0,knyc-central park
20120827,76,81,70.0,0.61,0.00,69.0,4.0,knyc-central park
20120828,80,87,73.0,0.14,0.00,66.0,6.0,knyc-central park
20120829,73,79,67.0,0.00,0.00,52.0,5.0,knyc-central park
20120830,72,82,61.0,0.00,0.00,50.0,4.0,knyc-central park
20120831,80,91,69.0,0.00,0.00,57.0,5.0,knyc-central park
20120901,83,91,74.0,0.00,0.00,63.0,5.0,knyc-central park
20120902,77,82,71.0,0.00,0.00,66.0,3.0,knyc-central park
20120903,75,79,71.0,0.001,0.00,65.0,7.0,knyc-central park
20120904,75,80,70.0,0.13,0.00,71.0,4.0,knyc-central park
20120905,76,80,71.0,0.07,0.00,70.0,4.0,knyc-central park
20120906,75,80,69.0,0.00,0.00,65.0,2.0,knyc-central park
20120907,79,87,71.0,0.00,0.00,68.0,3.0,knyc-central park
20120908,72,81,63.0,0.39,0.00,70.0,5.0,knyc-central park
20120909,71,78,63.0,0.001,0.00,55.0,3.0,knyc-central park
20120910,65,72,58.0,0.00,0.00,46.0,5.0,knyc-central park
20120911,64,73,54.0,0.00,0.00,43.0,3.0,knyc-central park
20120912,70,80,59.0,0.00,0.00,51.0,3.0,knyc-central park
20120913,72,81,63.0,0.00,0.00,55.0,3.0,knyc-central park
20120914,72,80,64.0,0.00,0.00,58.0,4.0,knyc-central park
20120915,67,73,60.0,0.01,0.00,49.0,4.0,knyc-central park
20120916,66,75,56.0,0.00,0.00,46.0,2.0,knyc-central park
20120917,68,78,57.0,0.00,0.00,49.0,3.0,knyc-central park
20120918,71,75,67.0,1.54,0.00,68.0,6.0,knyc-central park
20120919,64,70,57.0,0.001,0.00,47.0,5.0,knyc-central park
20120920,62,69,54.0,0.00,0.00,51.0,6.0,knyc-central park
20120921,68,75,60.0,0.00,0.00,54.0,5.0,knyc-central park
20120922,68,76,60.0,0.22,0.00,61.0,3.0,knyc-central park
20120923,62,68,55.0,0.00,0.00,45.0,6.0,knyc-central park
20120924,60,67,53.0,0.00,0.00,40.0,4.0,knyc-central park
20120925,63,72,54.0,0.00,0.00,46.0,6.0,knyc-central park
20120926,70,77,63.0,0.01,0.00,58.0,4.0,knyc-central park
20120927,69,75,63.0,0.06,0.00,60.0,3.0,knyc-central park
20120928,65,69,60.0,1.96,0.00,64.0,4.0,knyc-central park
20120929,61,65,57.0,0.00,0.00,54.0,3.0,knyc-central park
20120930,62,68,55.0,0.001,0.00,51.0,3.0,knyc-central park
20121001,61,70,52.0,0.00,0.00,47.0,5.0,knyc-central park
20121002,66,69,62.0,0.38,0.00,58.0,3.0,knyc-central park
20121003,68,73,63.0,0.00,0.00,66.0,2.0,knyc-central park
20121004,70,74,66.0,0.001,0.00,67.0,1.0,knyc-central park
20121005,70,78,61.0,0.00,0.00,58.0,3.0,knyc-central park
20121006,66,77,54.0,0.00,0.00,54.0,6.0,knyc-central park
20121007,50,54,46.0,0.19,0.00,43.0,2.0,knyc-central park
20121008,50,55,44.0,0.00,0.00,42.0,3.0,knyc-central park
20121009,54,58,50.0,0.03,0.00,50.0,7.0,knyc-central park
20121010,60,66,53.0,0.25,0.00,52.0,6.0,knyc-central park
20121011,53,59,47.0,0.00,0.00,34.0,6.0,knyc-central park
20121012,49,56,42.0,0.00,0.00,34.0,6.0,knyc-central park
20121013,46,53,38.0,0.00,0.00,28.0,4.0,knyc-central park
20121014,62,70,53.0,0.00,0.00,48.0,6.0,knyc-central park
20121015,65,71,59.0,0.20,0.00,59.0,5.0,knyc-central park
20121016,54,59,48.0,0.00,0.00,38.0,6.0,knyc-central park
20121017,53,61,44.0,0.00,0.00,39.0,2.0,knyc-central park
20121018,58,65,50.0,0.001,0.00,49.0,4.0,knyc-central park
20121019,64,66,61.0,0.89,0.00,62.0,5.0,knyc-central park
20121020,62,69,54.0,0.00,0.00,53.0,4.0,knyc-central park
20121021,57,65,49.0,0.00,0.00,39.0,6.0,knyc-central park
20121022,58,66,49.0,0.00,0.00,41.0,4.0,knyc-central park
20121023,60,65,54.0,0.03,0.00,47.0,1.0,knyc-central park
20121024,58,59,56.0,0.001,0.00,53.0,5.0,knyc-central park
20121025,59,62,55.0,0.00,0.00,51.0,3.0,knyc-central park
20121026,61,65,57.0,0.00,0.00,54.0,2.0,knyc-central park
20121027,62,65,59.0,0.00,0.00,54.0,7.0,knyc-central park
20121028,57,59,55.0,0.00,0.00,46.0,12.0,knyc-central park
20121029,57,62,52.0,0.67,0.00,54.0,19.0,knyc-central park
20121030,51,54,47.0,0.27,0.00,47.0,8.0,knyc-central park
20121101,47,51,43.0,0.00,0.00,37.0,6.0,knyc-central park
20121102,48,53,42.0,0.00,0.00,34.0,7.0,knyc-central park
20121103,46,51,40.0,0.00,0.00,29.0,8.0,knyc-central park
20121104,45,51,39.0,0.00,0.00,30.0,7.0,knyc-central park
20121105,40,45,35.0,0.00,0.00,23.0,5.0,knyc-central park
20121106,37,42,31.0,0.00,0.00,18.0,6.0,knyc-central park
20121107,36,41,31.0,1.12,4.30,29.0,11.0,knyc-central park
20121108,40,48,32.0,0.06,0.40,26.0,7.0,knyc-central park
20121109,45,53,36.0,0.00,0.00,25.0,8.0,knyc-central park
20121110,49,55,42.0,0.00,0.00,36.0,2.0,knyc-central park
20121111,57,64,50.0,0.00,0.00,46.0,3.0,knyc-central park
20121112,57,66,48.0,0.00,0.00,52.0,4.0,knyc-central park
20121113,51,62,40.0,0.09,0.00,41.0,6.0,knyc-central park
20121114,42,47,37.0,0.00,0.00,25.0,6.0,knyc-central park
20121115,40,45,35.0,0.00,0.00,25.0,5.0,knyc-central park
20121116,42,46,38.0,0.00,0.00,26.0,5.0,knyc-central park
20121117,45,51,39.0,0.00,0.00,28.0,5.0,knyc-central park
20121118,44,49,38.0,0.00,0.00,32.0,6.0,knyc-central park
20121119,42,47,37.0,0.00,0.00,35.0,6.0,knyc-central park
20121120,46,51,40.0,0.00,0.00,32.0,4.0,knyc-central park
20121121,47,53,40.0,0.00,0.00,31.0,5.0,knyc-central park
20121122,48,54,41.0,0.00,0.00,37.0,3.0,knyc-central park
20121123,50,56,43.0,0.01,0.00,41.0,5.0,knyc-central park
20121124,43,50,35.0,0.00,0.00,21.0,10.0,knyc-central park
20121125,37,40,33.0,0.00,0.00,18.0,7.0,knyc-central park
20121126,42,48,36.0,0.00,0.00,19.0,5.0,knyc-central park
20121127,38,42,34.0,0.53,0.001,32.0,6.0,knyc-central park
20121128,38,41,34.0,0.00,0.00,25.0,6.0,knyc-central park
20121129,39,43,34.0,0.00,0.00,22.0,7.0,knyc-central park
20121130,42,46,38.0,0.00,0.00,28.0,6.0,knyc-central park
20121131,39,48,37.0,0.00,18,0.0,33.4,knyc-central park
20121201,39,41,36.0,0.00,0.00,33.0,9.0,knyc-central park
20121202,47,52,41.0,0.04,0.00,42.0,3.0,knyc-central park
20121203,55,60,49.0,0.00,0.00,45.0,4.0,knyc-central park
20121204,55,62,47.0,0.07,0.00,49.0,3.0,knyc-central park
20121205,47,58,35.0,0.001,0.00,35.0,8.0,knyc-central park
20121206,35,40,29.0,0.00,0.00,17.0,3.0,knyc-central park
20121207,41,46,35.0,0.14,0.00,37.0,3.0,knyc-central park
20121208,47,50,44.0,0.36,0.00,45.0,3.0,knyc-central park
20121209,46,50,42.0,0.18,0.00,41.0,7.0,knyc-central park
20121210,52,59,44.0,0.03,0.00,53.0,4.0,knyc-central park
20121211,50,58,41.0,0.06,0.00,33.0,6.0,knyc-central park
20121212,40,43,36.0,0.00,0.00,23.0,3.0,knyc-central park
20121213,41,46,36.0,0.00,0.00,25.0,2.0,knyc-central park
20121214,43,48,37.0,0.00,0.00,23.0,5.0,knyc-central park
20121215,43,47,38.0,0.00,0.00,28.0,4.0,knyc-central park
20121216,45,47,42.0,0.40,0.00,41.0,9.0,knyc-central park
20121217,42,43,40.0,0.29,0.00,41.0,9.0,knyc-central park
20121218,49,54,43.0,0.51,0.00,43.0,7.0,knyc-central park
20121219,43,47,39.0,0.00,0.00,27.0,9.0,knyc-central park
20121220,41,47,35.0,0.02,0.00,30.0,5.0,knyc-central park
20121221,46,56,36.0,0.70,0.00,42.0,10.0,knyc-central park
20121222,37,38,36.0,0.001,0.001,23.0,12.0,knyc-central park
20121223,39,42,35.0,0.00,0.00,20.0,7.0,knyc-central park
20121224,37,40,33.0,0.07,0.001,24.0,4.0,knyc-central park
20121225,37,41,32.0,0.06,0.00,31.0,6.0,knyc-central park
20121226,34,39,28.0,0.99,0.40,29.0,14.0,knyc-central park
20121227,35,39,30.0,0.62,0.001,31.0,13.0,knyc-central park
20121228,34,37,30.0,0.00,0.00,21.0,7.0,knyc-central park
20121229,32,34,30.0,0.26,0.001,28.0,6.0,knyc-central park
20121230,31,34,28.0,0.00,0.00,16.0,11.0,knyc-central park
20121231,33,38,28.0,0.00,0.00,19.0,8.0,knyc-central park
