20110101,47,53,40,0.00,0.00,35,3
20110102,44,52,35,0.01,0.00,41,5
20110103,32,36,28,0.00,0.00,12,9
20110104,36,39,32,0.00,0.00,16,6
20110105,34,39,29,0.00,0.00,17,6
20110106,30,33,26,0.00,0.00,15,3
20110107,29,33,25,0.19,1.70,25,5
20110108,27,31,23,T,T,19,4
20110109,29,32,26,0.00,0.00,13,11
20110110,30,35,24,0.00,0.00,14,9
20110111,27,31,23,0.25,3.00,20,6
20110112,28,31,24,0.61,6.10,19,11
20110113,24,30,18,0.00,0.00,10,11
20110114,24,30,18,0.00,0.00,10,6
20110115,31,38,23,0.00,0.00,17,5
20110116,32,37,26,0.00,0.00,12,8
20110117,23,27,19,T,T,7,7
20110118,33,41,24,1.27,1.00,29,10
20110119,38,41,35,0.07,0.00,32,14
20110120,33,35,30,0.00,0.00,17,7
20110121,25,32,18,0.41,4.20,18,9
20110122,19,24,13,0.00,0.00,2,6
20110123,18,24,11,0.00,0.00,1,10
20110124,15,24,6,0.00,0.00,-3,6
20110125,31,37,24,0.05,1.00,22,4
20110126,33,35,30,1.29,12.30,28,9
20110127,33,36,29,0.86,6.70,25,3
20110128,31,34,28,T,T,25,4
20110129,33,36,29,0.01,T,24,4
20110130,33,39,27,0.00,0.00,21,6
20110131,27,31,22,T,T,10,6
20110201,28,30,25,0.17,1.10,24,9
20110202,33,38,27,0.70,0.50,29,7
20110203,29,34,24,0.00,0.00,11,9
20110204,29,34,23,0.00,0.00,13,6
20110205,37,43,31,0.21,T,32,6
20110206,41,45,37,0.00,0.00,26,7
20110207,41,45,36,0.13,0.00,30,5
20110208,30,41,18,0.11,0.00,25,12
20110209,22,29,15,0.00,0.00,4,8
20110210,26,29,22,0.00,0.00,3,8
20110211,28,37,19,0.00,0.00,5,6
20110212,35,40,30,0.00,0.00,16,9
20110213,37,46,28,0.00,0.00,17,8
20110214,48,58,37,0.00,0.00,26,13
20110215,31,37,25,0.00,0.00,4,12
20110216,37,48,26,0.00,0.00,11,5
20110217,55,63,46,0.00,0.00,31,4
20110218,57,67,46,0.00,0.00,40,7
20110219,39,54,23,T,T,11,16
20110220,31,40,21,0.00,0.00,7,9
20110221,31,37,24,0.34,3.20,24,8
20110222,26,36,16,0.00,0.00,6,7
20110223,31,40,21,0.00,0.00,6,4
20110224,37,44,30,0.05,0.00,22,4
20110225,46,57,34,1.32,0.00,41,5
20110226,37,43,31,0.00,0.00,18,6
20110227,44,50,38,0.00,0.00,29,7
20110228,50,60,40,0.44,0.00,43,10
20110301,40,46,33,0.00,0.00,12,7
20110302,39,53,25,0.00,0.00,17,11
20110303,27,33,20,0.00,0.00,0,6
20110304,34,41,27,0.00,0.00,18,8
20110305,51,61,41,0.01,0.00,41,9
20110306,52,54,50,2.02,0.00,50,9
20110307,44,53,34,0.08,0.00,32,11
20110308,39,48,29,0.00,0.00,16,5
20110309,40,45,34,T,0.00,28,11
20110310,46,53,38,1.07,0.00,44,11
20110311,48,55,40,0.91,0.00,44,9
20110312,47,56,38,0.00,0.00,29,8
20110313,47,53,41,0.00,0.00,27,9
20110314,41,45,37,0.00,0.00,26,5
20110315,41,47,34,0.00,0.00,29,5
20110316,48,57,38,0.56,0.00,38,3
20110317,55,65,44,0.00,0.00,34,6
20110318,64,77,51,0.00,0.00,38,8
20110319,49,59,38,0.00,0.00,25,9
20110320,43,51,34,0.00,0.00,19,6
20110321,41,45,36,0.44,T,36,5
20110322,45,50,40,T,0.00,32,9
20110323,36,40,32,0.87,T,32,7
20110324,37,44,30,0.09,1.00,25,6
20110325,35,42,28,0.00,0.00,13,7
20110326,33,40,26,0.00,0.00,8,9
20110327,37,45,28,0.00,0.00,9,9
20110328,36,45,26,0.00,0.00,8,9
20110329,40,49,31,0.00,0.00,15,8
20110330,45,53,36,0.01,0.00,24,5
20110331,40,43,37,0.13,T,33,11
20110401,40,44,35,0.18,T,34,7
20110402,47,55,38,0.00,0.00,24,10
20110403,50,58,42,T,0.00,22,10
20110404,53,63,43,0.06,0.00,41,7
20110405,54,67,41,0.16,0.00,42,11
20110406,47,55,38,0.09,0.00,28,7
20110407,47,52,42,0.02,0.00,36,6
20110408,46,49,42,0.00,0.00,34,5
20110409,49,58,40,0.00,0.00,31,5
20110410,51,56,46,0.00,0.00,35,4
20110411,66,81,50,T,0.00,53,7
20110412,59,72,45,1.09,0.00,47,11
20110413,47,50,43,0.38,0.00,44,12
20110414,59,69,48,0.00,0.00,39,6
20110415,49,56,41,0.00,0.00,31,10
20110416,48,55,41,1.45,0.00,44,12
20110417,56,61,50,0.33,0.00,42,9
20110418,55,63,47,0.00,0.00,33,7
20110419,50,53,47,0.03,0.00,42,6
20110420,55,65,45,0.00,0.00,45,6
20110421,53,63,43,0.00,0.00,28,10
20110422,46,51,40,0.00,0.00,26,7
20110423,52,61,43,0.75,0.00,49,6
20110424,67,80,54,0.50,0.00,61,3
20110425,66,75,56,0.00,0.00,58,5
20110426,69,83,54,0.00,0.00,58,6
20110427,68,75,61,T,0.00,61,7
20110428,67,72,61,0.31,0.00,61,7
20110429,62,69,54,0.00,0.00,41,7
20110430,59,67,50,0.00,0.00,37,15
20110501,60,69,50,0.00,0.00,39,5
20110502,57,63,50,0.00,0.00,45,5
20110503,65,75,55,0.00,0.00,54,7
20110504,55,64,46,0.50,0.00,48,6
20110505,56,65,46,0.00,0.00,31,9
20110506,61,72,50,0.00,0.00,36,6
20110507,64,72,55,0.00,0.00,42,6
20110508,63,74,52,0.00,0.00,42,5
20110509,63,71,54,0.00,0.00,39,7
20110510,64,75,53,0.00,0.00,40,6
20110511,62,71,52,0.00,0.00,47,6
20110512,63,74,52,0.00,0.00,47,5
20110513,60,67,52,0.00,0.00,49,3
20110514,61,64,57,0.00,0.00,53,5
20110515,64,69,58,0.89,0.00,60,4
20110516,58,62,53,0.17,0.00,58,9
20110517,56,60,52,0.67,0.00,55,17
20110518,61,67,54,2.18,0.00,58,7
20110519,68,75,60,T,0.00,61,4
20110520,61,64,57,0.24,0.00,58,1
20110521,67,78,55,0.07,0.00,57,3
20110522,56,58,54,0.00,0.00,54,5
20110523,61,67,55,0.10,0.00,59,6
20110524,74,81,66,0.00,0.00,64,5
20110525,75,84,65,0.00,0.00,57,4
20110526,71,78,64,0.00,0.00,64,5
20110527,74,83,65,0.00,0.00,65,5
20110528,76,84,67,0.00,0.00,65,5
20110529,75,82,67,0.00,0.00,67,5
20110530,78,86,70,0.29,0.00,68,5
20110531,79,89,69,0.00,0.00,64,5
20110601,80,90,69,0.00,0.00,68,6
20110602,71,80,62,0.00,0.00,42,9
20110603,67,76,57,0.00,0.00,37,7
20110604,67,75,59,T,0.00,44,5
20110605,63,70,56,0.00,0.00,52,4
20110606,71,81,60,0.00,0.00,57,4
20110607,77,87,66,0.00,0.00,60,6
20110608,84,94,73,0.00,0.00,66,4
20110609,82,95,69,0.07,0.00,69,4
20110610,79,87,70,0.00,0.00,66,5
20110611,66,72,60,0.55,0.00,63,10
20110612,66,74,58,0.05,0.00,60,6
20110613,67,73,60,0.05,0.00,58,5
20110614,65,72,58,0.05,0.00,56,5
20110615,70,83,56,0.00,0.00,52,5
20110616,73,84,62,0.00,0.00,57,4
20110617,70,76,64,1.82,0.00,65,3
20110618,74,83,64,0.00,0.00,63,2
20110619,76,83,69,0.00,0.00,57,4
20110620,74,81,67,0.00,0.00,57,3
20110621,76,82,70,0.00,0.00,65,4
20110622,76,80,71,0.27,0.00,69,3
20110623,69,71,66,0.26,0.00,69,7
20110624,68,70,65,0.03,0.00,65,6
20110625,72,80,64,0.00,0.00,64,4
20110626,73,79,66,0.00,0.00,59,4
20110627,74,82,66,0.00,0.00,62,2
20110628,78,83,72,0.00,0.00,67,3
20110629,76,82,69,0.10,0.00,64,4
20110630,74,82,65,0.00,0.00,55,5
20110701,73,83,63,0.00,0.00,54,4
20110702,77,86,68,0.00,0.00,60,3
20110703,72,74,69,0.84,0.00,69,3
20110704,78,86,70,0.00,0.00,66,2
20110705,79,87,70,0.00,0.00,55,4
20110706,81,89,73,T,0.00,67,4
20110707,83,92,74,0.00,0.00,67,4
20110708,77,85,68,0.40,0.00,70,3
20110709,78,88,67,0.00,0.00,64,4
20110710,77,86,68,0.00,0.00,59,2
20110711,83,91,74,0.00,0.00,68,5
20110712,86,93,78,0.00,0.00,68,7
20110713,78,86,69,0.11,0.00,61,6
20110714,74,84,64,0.00,0.00,56,7
20110715,77,87,66,0.00,0.00,57,4
20110716,80,90,70,0.00,0.00,59,5
20110717,82,91,72,0.00,0.00,62,6
20110718,85,95,75,0.11,0.00,70,5
20110719,85,94,75,0.00,0.00,70,4
20110720,82,89,75,0.00,0.00,70,4
20110721,86,97,75,0.00,0.00,75,6
20110722,94,104,84,0.00,0.00,72,5
20110723,92,100,83,0.00,0.00,70,4
20110724,85,91,78,0.03,0.00,72,4
20110725,74,80,68,0.32,0.00,67,5
20110726,80,90,69,0.14,0.00,66,4
20110727,76,84,68,0.00,0.00,60,4
20110728,79,87,71,0.00,0.00,64,3
20110729,78,84,71,1.08,0.00,73,4
20110730,83,91,74,0.00,0.00,63,5
20110731,81,91,71,T,0.00,60,3
20110801,83,94,71,0.02,0.00,68,3
20110802,82,91,73,0.00,0.00,60,4
20110803,78,88,67,0.76,0.00,64,3
20110804,76,84,67,0.00,0.00,65,5
20110805,78,86,70,0.00,0.00,66,5
20110806,79,85,72,0.19,0.00,70,6
20110807,81,89,73,0.16,0.00,73,4
20110808,82,90,74,0.00,0.00,68,4
20110809,77,83,71,2.09,0.00,71,4
20110810,78,86,70,0.00,0.00,64,5
20110811,76,82,69,0.00,0.00,54,4
20110812,74,84,64,0.00,0.00,54,3
20110813,77,85,69,T,0.00,61,3
20110814,70,72,67,5.81,0.00,69,5
20110815,73,77,68,0.56,0.00,69,4
20110816,72,78,65,0.02,0.00,63,5
20110817,76,86,66,0.00,0.00,63,2
20110818,75,83,67,0.07,0.00,67,5
20110819,75,84,65,1.24,0.00,66,3
20110820,75,85,64,0.00,0.00,65,2
20110821,77,84,70,0.67,0.00,71,5
20110822,71,77,65,0.00,0.00,59,7
20110823,70,79,61,0.00,0.00,52,4
20110824,74,80,67,0.00,0.00,60,7
20110825,75,78,72,0.49,0.00,70,7
20110826,77,83,71,0.00,0.00,69,2
20110827,75,78,71,2.88,0.00,73,8
20110828,70,75,65,3.99,0.00,69,14
20110829,68,77,59,0.00,0.00,52,4
20110830,72,82,61,0.00,0.00,56,3
20110831,74,85,63,0.00,0.00,57,2
20110901,75,83,66,0.00,0.00,60,4
20110902,72,78,65,0.00,0.00,59,4
20110903,75,83,66,0.00,0.00,64,5
20110904,79,86,72,0.00,0.00,69,5
20110905,77,81,72,T,0.00,69,5
20110906,68,75,60,3.22,0.00,61,8
20110907,65,68,62,1.21,0.00,65,11
20110908,71,79,63,0.90,0.00,65,7
20110909,76,84,67,0.00,0.00,65,4
20110910,74,80,68,T,0.00,63,4
20110911,68,71,64,0.01,0.00,61,4
20110912,73,80,66,0.00,0.00,64,2
20110913,75,82,67,0.00,0.00,63,5
20110914,78,85,70,0.00,0.00,67,5
20110915,65,76,53,0.07,0.00,60,5
20110916,58,65,51,0.00,0.00,40,5
20110917,59,65,53,0.00,0.00,44,5
20110918,61,68,53,0.00,0.00,48,7
20110919,60,68,52,0.00,0.00,49,5
20110920,65,68,61,0.06,0.00,60,4
20110921,68,73,63,0.06,0.00,64,2
20110922,74,80,68,0.02,0.00,69,2
20110923,71,73,69,2.61,0.00,70,4
20110924,73,76,70,0.00,0.00,69,2
20110925,75,80,70,0.00,0.00,68,1
20110926,74,80,68,0.00,0.00,68,1
